Country Name,Year,Indicator,Value
Malta,2021,Generosity,0.133
France,2021,Generosity,-0.147
Mexico,2021,Generosity,-0.147
Uruguay,2021,Generosity,-0.092
Saudi Arabia,2021,Generosity,-0.149
Spain,2021,Generosity,-0.081
Italy,2021,Generosity,-0.084
Singapore,2021,Generosity,-0.018
Brazil,2021,Generosity,-0.071
Slovenia,2021,Generosity,-0.101
El Salvador,2021,Generosity,-0.11
Kosovo,2021,Generosity,0.257
Panama,2021,Generosity,-0.166
Uzbekistan,2021,Generosity,0.311
Chile,2021,Generosity,-0.044
Bahrain,2021,Generosity,0.089
Lithuania,2021,Generosity,-0.203
Poland,2021,Generosity,-0.165
Colombia,2021,Generosity,-0.135
Cyprus,2021,Generosity,-0.015
Nicaragua,2021,Generosity,0.02
Romania,2021,Generosity,-0.219
Mauritius,2021,Generosity,-0.054
Kazakhstan,2021,Generosity,-0.069
Estonia,2021,Generosity,-0.106
Philippines,2021,Generosity,-0.097
Hungary,2021,Generosity,-0.186
Thailand,2021,Generosity,0.287
Argentina,2021,Generosity,-0.182
Honduras,2021,Generosity,0.081
Latvia,2021,Generosity,-0.162
Ecuador,2021,Generosity,-0.124
Portugal,2021,Generosity,-0.244
Jamaica,2021,Generosity,-0.137
Japan,2021,Generosity,-0.258
Peru,2021,Generosity,-0.154
Serbia,2021,Generosity,0.002
Bolivia,2021,Generosity,-0.077
Pakistan,2021,Generosity,0.098
Paraguay,2021,Generosity,0.028
Dominican Republic,2021,Generosity,-0.133
Bosnia and Herzegovina,2021,Generosity,0.113
Moldova,2021,Generosity,-0.079
Tajikistan,2021,Generosity,-0.056
Montenegro,2021,Generosity,-0.034
Greece,2021,Generosity,-0.288
Croatia,2021,Generosity,-0.118
Mongolia,2021,Generosity,0.116
Malaysia,2021,Generosity,0.125
Indonesia,2021,Generosity,0.542
Benin,2021,Generosity,-0.034
Ghana,2021,Generosity,0.123
Nepal,2021,Generosity,0.152
China,2021,Generosity,-0.146
Bulgaria,2021,Generosity,-0.096
Morocco,2021,Generosity,-0.236
Cameroon,2021,Generosity,0.026
Algeria,2021,Generosity,-0.067
Senegal,2021,Generosity,-0.046
Guinea,2021,Generosity,0.095
Albania,2021,Generosity,-0.03
Cambodia,2021,Generosity,0.034
Bangladesh,2021,Generosity,-0.041
Gabon,2021,Generosity,-0.2
South Africa,2021,Generosity,-0.067
Iraq,2021,Generosity,-0.053
Lebanon,2021,Generosity,-0.073
Burkina Faso,2021,Generosity,-0.009
Mali,2021,Generosity,-0.036
Nigeria,2021,Generosity,0.037
Armenia,2021,Generosity,-0.168
Georgia,2021,Generosity,-0.238
Jordan,2021,Generosity,-0.167
Mozambique,2021,Generosity,0.061
Kenya,2021,Generosity,0.287
Namibia,2021,Generosity,-0.149
Ukraine,2021,Generosity,-0.011
Uganda,2021,Generosity,0.122
Tunisia,2021,Generosity,-0.201
Sri Lanka,2021,Generosity,0.079
Myanmar,2021,Generosity,0.509
Togo,2021,Generosity,0.032
Ethiopia,2021,Generosity,0.082
Sierra Leone,2021,Generosity,0.084
Zambia,2021,Generosity,0.061
India,2021,Generosity,0.089
Malawi,2021,Generosity,0.038
Tanzania,2021,Generosity,0.183
Zimbabwe,2021,Generosity,-0.047
Afghanistan,2021,Generosity,-0.102
Finland,2021,Perceptions of corruption,0.186
Denmark,2021,Perceptions of corruption,0.179
Switzerland,2021,Perceptions of corruption,0.292
Iceland,2021,Perceptions of corruption,0.673
Norway,2021,Perceptions of corruption,0.27
Netherlands,2021,Perceptions of corruption,0.338
Sweden,2021,Perceptions of corruption,0.237
New Zealand,2021,Perceptions of corruption,0.242
Austria,2021,Perceptions of corruption,0.481
Canada,2021,Perceptions of corruption,0.415
Australia,2021,Perceptions of corruption,0.442
United Kingdom,2021,Perceptions of corruption,0.459
Israel,2021,Perceptions of corruption,0.753
Costa Rica,2021,Perceptions of corruption,0.809
Ireland,2021,Perceptions of corruption,0.363
Germany,2021,Perceptions of corruption,0.46
United States,2021,Perceptions of corruption,0.698
Belgium,2021,Perceptions of corruption,0.646
United Arab Emirates,2021,Perceptions of corruption,0.589
Malta,2021,Perceptions of corruption,0.653
France,2021,Perceptions of corruption,0.571
Mexico,2021,Perceptions of corruption,0.799
Uruguay,2021,Perceptions of corruption,0.59
Saudi Arabia,2021,Perceptions of corruption,0.684
Spain,2021,Perceptions of corruption,0.745
Italy,2021,Perceptions of corruption,0.866
Singapore,2021,Perceptions of corruption,0.082
Brazil,2021,Perceptions of corruption,0.756
Slovenia,2021,Perceptions of corruption,0.806
El Salvador,2021,Perceptions of corruption,0.688
Kosovo,2021,Perceptions of corruption,0.917
Panama,2021,Perceptions of corruption,0.856
Uzbekistan,2021,Perceptions of corruption,0.515
Chile,2021,Perceptions of corruption,0.83
Bahrain,2021,Perceptions of corruption,0.722
Lithuania,2021,Perceptions of corruption,0.826
Poland,2021,Perceptions of corruption,0.735
Colombia,2021,Perceptions of corruption,0.841
Cyprus,2021,Perceptions of corruption,0.844
Nicaragua,2021,Perceptions of corruption,0.664
Romania,2021,Perceptions of corruption,0.938
Mauritius,2021,Perceptions of corruption,0.789
Kazakhstan,2021,Perceptions of corruption,0.733
Estonia,2021,Perceptions of corruption,0.527
Philippines,2021,Perceptions of corruption,0.742
Hungary,2021,Perceptions of corruption,0.876
Thailand,2021,Perceptions of corruption,0.895
Argentina,2021,Perceptions of corruption,0.834
Honduras,2021,Perceptions of corruption,0.809
Latvia,2021,Perceptions of corruption,0.8
Ecuador,2021,Perceptions of corruption,0.843
Portugal,2021,Perceptions of corruption,0.887
Jamaica,2021,Perceptions of corruption,0.884
Japan,2021,Perceptions of corruption,0.638
Peru,2021,Perceptions of corruption,0.891
Serbia,2021,Perceptions of corruption,0.835
Bolivia,2021,Perceptions of corruption,0.839
Pakistan,2021,Perceptions of corruption,0.787
Paraguay,2021,Perceptions of corruption,0.882
Dominican Republic,2021,Perceptions of corruption,0.714
Bosnia and Herzegovina,2021,Perceptions of corruption,0.931
Moldova,2021,Perceptions of corruption,0.918
Tajikistan,2021,Perceptions of corruption,0.553
Montenegro,2021,Perceptions of corruption,0.812
Greece,2021,Perceptions of corruption,0.823
Croatia,2021,Perceptions of corruption,0.939
Mongolia,2021,Perceptions of corruption,0.856
Malaysia,2021,Perceptions of corruption,0.839
Indonesia,2021,Perceptions of corruption,0.867
Benin,2021,Perceptions of corruption,0.661
Ghana,2021,Perceptions of corruption,0.848
Nepal,2021,Perceptions of corruption,0.727
China,2021,Perceptions of corruption,0.755
Bulgaria,2021,Perceptions of corruption,0.932
Morocco,2021,Perceptions of corruption,0.801
Cameroon,2021,Perceptions of corruption,0.848
Algeria,2021,Perceptions of corruption,0.752
Senegal,2021,Perceptions of corruption,0.801
Guinea,2021,Perceptions of corruption,0.766
Albania,2021,Perceptions of corruption,0.901
Cambodia,2021,Perceptions of corruption,0.843
Bangladesh,2021,Perceptions of corruption,0.682
Gabon,2021,Perceptions of corruption,0.84
South Africa,2021,Perceptions of corruption,0.86
Iraq,2021,Perceptions of corruption,0.875
Lebanon,2021,Perceptions of corruption,0.898
Burkina Faso,2021,Perceptions of corruption,0.748
Mali,2021,Perceptions of corruption,0.827
Nigeria,2021,Perceptions of corruption,0.878
Armenia,2021,Perceptions of corruption,0.629
Georgia,2021,Perceptions of corruption,0.655
Jordan,2021,Perceptions of corruption,0.705
Mozambique,2021,Perceptions of corruption,0.684
Kenya,2021,Perceptions of corruption,0.825
Namibia,2021,Perceptions of corruption,0.847
Ukraine,2021,Perceptions of corruption,0.924
Uganda,2021,Perceptions of corruption,0.855
Tunisia,2021,Perceptions of corruption,0.87
Sri Lanka,2021,Perceptions of corruption,0.863
Myanmar,2021,Perceptions of corruption,0.66
Togo,2021,Perceptions of corruption,0.772
Ethiopia,2021,Perceptions of corruption,0.761
Sierra Leone,2021,Perceptions of corruption,0.866
Zambia,2021,Perceptions of corruption,0.823
India,2021,Perceptions of corruption,0.774
Malawi,2021,Perceptions of corruption,0.729
Tanzania,2021,Perceptions of corruption,0.577
Zimbabwe,2021,Perceptions of corruption,0.821
Afghanistan,2021,Perceptions of corruption,0.924
Finland,2022,Happiness score,7.821
Denmark,2022,Happiness score,7.636
Switzerland,2022,Happiness score,7.512
Iceland,2022,Happiness score,7.557
Norway,2022,Happiness score,7.365
Netherlands,2022,Happiness score,7.415
Sweden,2022,Happiness score,7.384
New Zealand,2022,Happiness score,7.2
Austria,2022,Happiness score,7.163
Canada,2022,Happiness score,7.025
Australia,2022,Happiness score,7.162
United Kingdom,2022,Happiness score,6.943
Israel,2022,Happiness score,7.364
Costa Rica,2022,Happiness score,6.582
Ireland,2022,Happiness score,7.041
Germany,2022,Happiness score,7.034
United States,2022,Happiness score,6.977
Belgium,2022,Happiness score,6.805
United Arab Emirates,2022,Happiness score,6.576
Malta,2022,Happiness score,6.447
France,2022,Happiness score,6.687
Mexico,2022,Happiness score,6.128
Uruguay,2022,Happiness score,6.474
Saudi Arabia,2022,Happiness score,6.523
Spain,2022,Happiness score,6.476
Italy,2022,Happiness score,6.467
Singapore,2022,Happiness score,6.48
Brazil,2022,Happiness score,6.293
Slovenia,2022,Happiness score,6.63
El Salvador,2022,Happiness score,6.12
Kosovo,2022,Happiness score,6.455
Panama,2022,Happiness score,6.309
Uzbekistan,2022,Happiness score,6.063
Chile,2022,Happiness score,6.172
Bahrain,2022,Happiness score,6.647
Lithuania,2022,Happiness score,6.446
Poland,2022,Happiness score,6.123
Colombia,2022,Happiness score,5.781
Cyprus,2022,Happiness score,6.221
Nicaragua,2022,Happiness score,6.165
Romania,2022,Happiness score,6.477
Mauritius,2022,Happiness score,6.071
Kazakhstan,2022,Happiness score,6.234
Estonia,2022,Happiness score,6.341
Philippines,2022,Happiness score,5.904
Hungary,2022,Happiness score,6.086
Thailand,2022,Happiness score,5.891
Argentina,2022,Happiness score,5.967
Honduras,2022,Happiness score,6.022
Latvia,2022,Happiness score,6.18
Ecuador,2022,Happiness score,5.533
Portugal,2022,Happiness score,6.016
Jamaica,2022,Happiness score,5.85
Japan,2022,Happiness score,6.039
Peru,2022,Happiness score,5.559
Serbia,2022,Happiness score,6.178
Bolivia,2022,Happiness score,5.6
Pakistan,2022,Happiness score,4.516
Paraguay,2022,Happiness score,5.578
Dominican Republic,2022,Happiness score,5.737
Bosnia and Herzegovina,2022,Happiness score,5.768
Moldova,2022,Happiness score,5.857
Tajikistan,2022,Happiness score,5.377
Montenegro,2022,Happiness score,5.547
Greece,2022,Happiness score,5.948
Croatia,2022,Happiness score,6.125
Mongolia,2022,Happiness score,5.761
Malaysia,2022,Happiness score,5.711
Indonesia,2022,Happiness score,5.24
Benin,2022,Happiness score,4.623
Ghana,2022,Happiness score,4.872
Nepal,2022,Happiness score,5.377
China,2022,Happiness score,5.585
Bulgaria,2022,Happiness score,5.371
Morocco,2022,Happiness score,5.06
Cameroon,2022,Happiness score,5.048
Algeria,2022,Happiness score,5.122
Senegal,2022,Happiness score,5.046
Guinea,2022,Happiness score,4.891
Albania,2022,Happiness score,5.199
Cambodia,2022,Happiness score,4.64
Bangladesh,2022,Happiness score,5.155
Gabon,2022,Happiness score,4.958
South Africa,2022,Happiness score,5.194
Iraq,2022,Happiness score,4.941
Lebanon,2022,Happiness score,2.955
Burkina Faso,2022,Happiness score,4.67
Mali,2022,Happiness score,4.479
Nigeria,2022,Happiness score,4.552
Armenia,2022,Happiness score,5.399
Georgia,2022,Happiness score,4.973
Jordan,2022,Happiness score,4.152
Mozambique,2022,Happiness score,5.048
Kenya,2022,Happiness score,4.543
Namibia,2022,Happiness score,4.459
Ukraine,2022,Happiness score,5.084
Uganda,2022,Happiness score,4.603
Tunisia,2022,Happiness score,4.516
Sri Lanka,2022,Happiness score,4.362
Myanmar,2022,Happiness score,4.394
Togo,2022,Happiness score,4.112
Ethiopia,2022,Happiness score,4.241
Sierra Leone,2022,Happiness score,3.574
Zambia,2022,Happiness score,3.76
India,2022,Happiness score,3.777
Malawi,2022,Happiness score,3.75
Tanzania,2022,Happiness score,3.702
Zimbabwe,2022,Happiness score,2.995
Afghanistan,2022,Happiness score,2.404
Finland,2022,upperwhisker,7.886
Denmark,2022,upperwhisker,7.71
Switzerland,2022,upperwhisker,7.586
Iceland,2022,upperwhisker,7.651
Norway,2022,upperwhisker,7.44
Netherlands,2022,upperwhisker,7.471
Sweden,2022,upperwhisker,7.454
New Zealand,2022,upperwhisker,7.279
Austria,2022,upperwhisker,7.237
Canada,2022,upperwhisker,7.107
Australia,2022,upperwhisker,7.244
United Kingdom,2022,upperwhisker,7.018
Israel,2022,upperwhisker,7.426
Costa Rica,2022,upperwhisker,6.683
Ireland,2022,upperwhisker,7.121
Germany,2022,upperwhisker,7.122
United States,2022,upperwhisker,7.065
Belgium,2022,upperwhisker,6.89
United Arab Emirates,2022,upperwhisker,6.66
Malta,2022,upperwhisker,6.535
France,2022,upperwhisker,6.758
Mexico,2022,upperwhisker,6.238
Uruguay,2022,upperwhisker,6.562
Saudi Arabia,2022,upperwhisker,6.637
Spain,2022,upperwhisker,6.56
Italy,2022,upperwhisker,6.57
Singapore,2022,upperwhisker,6.569
Brazil,2022,upperwhisker,6.384
Slovenia,2022,upperwhisker,6.718
El Salvador,2022,upperwhisker,6.25
Kosovo,2022,upperwhisker,6.571
Panama,2022,upperwhisker,6.464
Uzbekistan,2022,upperwhisker,6.178
Chile,2022,upperwhisker,6.262
Bahrain,2022,upperwhisker,6.779
Lithuania,2022,upperwhisker,6.535
Poland,2022,upperwhisker,6.205
Colombia,2022,upperwhisker,5.903
Cyprus,2022,upperwhisker,6.32
Nicaragua,2022,upperwhisker,6.312
Romania,2022,upperwhisker,6.575
Mauritius,2022,upperwhisker,6.184
Kazakhstan,2022,upperwhisker,6.33
Estonia,2022,upperwhisker,6.415
Philippines,2022,upperwhisker,6.007
Hungary,2022,upperwhisker,6.187
Thailand,2022,upperwhisker,5.994
Argentina,2022,upperwhisker,6.09
Honduras,2022,upperwhisker,6.189
Latvia,2022,upperwhisker,6.255
Ecuador,2022,upperwhisker,5.653
Portugal,2022,upperwhisker,6.122
Jamaica,2022,upperwhisker,6.023
Japan,2022,upperwhisker,6.119
Peru,2022,upperwhisker,5.679
Serbia,2022,upperwhisker,6.294
Bolivia,2022,upperwhisker,5.709
Pakistan,2022,upperwhisker,4.634
Paraguay,2022,upperwhisker,5.689
Dominican Republic,2022,upperwhisker,5.873
Bosnia and Herzegovina,2022,upperwhisker,5.877
Moldova,2022,upperwhisker,5.948
Tajikistan,2022,upperwhisker,5.468
Montenegro,2022,upperwhisker,5.681
Greece,2022,upperwhisker,6.043
Croatia,2022,upperwhisker,6.229
Mongolia,2022,upperwhisker,5.845
Malaysia,2022,upperwhisker,5.845
Indonesia,2022,upperwhisker,5.341
Benin,2022,upperwhisker,4.754
Ghana,2022,upperwhisker,4.999
Nepal,2022,upperwhisker,5.502
China,2022,upperwhisker,5.65
Bulgaria,2022,upperwhisker,5.485
Morocco,2022,upperwhisker,5.181
Cameroon,2022,upperwhisker,5.188
Algeria,2022,upperwhisker,5.215
Senegal,2022,upperwhisker,5.171
Guinea,2022,upperwhisker,5.028
Albania,2022,upperwhisker,5.321
Cambodia,2022,upperwhisker,4.765
Bangladesh,2022,upperwhisker,5.262
Gabon,2022,upperwhisker,5.091
South Africa,2022,upperwhisker,5.315
Iraq,2022,upperwhisker,5.099
Lebanon,2022,upperwhisker,3.049
Burkina Faso,2022,upperwhisker,4.814
Mali,2022,upperwhisker,4.611
Nigeria,2022,upperwhisker,4.651
Armenia,2022,upperwhisker,5.519
Georgia,2022,upperwhisker,5.079
Jordan,2022,upperwhisker,4.276
Mozambique,2022,upperwhisker,5.273
Kenya,2022,upperwhisker,4.683
Namibia,2022,upperwhisker,4.593
Ukraine,2022,upperwhisker,5.19
Uganda,2022,upperwhisker,4.747
Tunisia,2022,upperwhisker,4.629
Sri Lanka,2022,upperwhisker,4.487
Myanmar,2022,upperwhisker,4.511
Togo,2022,upperwhisker,4.272
Ethiopia,2022,upperwhisker,4.365
Sierra Leone,2022,upperwhisker,3.732
Zambia,2022,upperwhisker,3.902
India,2022,upperwhisker,3.828
Malawi,2022,upperwhisker,3.941
Tanzania,2022,upperwhisker,3.847
Zimbabwe,2022,upperwhisker,3.11
Afghanistan,2022,upperwhisker,2.469
Finland,2022,lowerwhisker,7.756
Denmark,2022,lowerwhisker,7.563
Switzerland,2022,lowerwhisker,7.437
Iceland,2022,lowerwhisker,7.464
Norway,2022,lowerwhisker,7.29
Netherlands,2022,lowerwhisker,7.359
Sweden,2022,lowerwhisker,7.315
New Zealand,2022,lowerwhisker,7.12
Austria,2022,lowerwhisker,7.089
Canada,2022,lowerwhisker,6.943
Australia,2022,lowerwhisker,7.081
United Kingdom,2022,lowerwhisker,6.867
Israel,2022,lowerwhisker,7.301
Costa Rica,2022,lowerwhisker,6.481
Ireland,2022,lowerwhisker,6.961
Germany,2022,lowerwhisker,6.947
United States,2022,lowerwhisker,6.888
Belgium,2022,lowerwhisker,6.72
United Arab Emirates,2022,lowerwhisker,6.492
Malta,2022,lowerwhisker,6.359
France,2022,lowerwhisker,6.615
Mexico,2022,lowerwhisker,6.017
Uruguay,2022,lowerwhisker,6.386
Saudi Arabia,2022,lowerwhisker,6.409
Spain,2022,lowerwhisker,6.392
Italy,2022,lowerwhisker,6.363
Singapore,2022,lowerwhisker,6.392
Brazil,2022,lowerwhisker,6.202
Slovenia,2022,lowerwhisker,6.542
El Salvador,2022,lowerwhisker,5.99
Kosovo,2022,lowerwhisker,6.339
Panama,2022,lowerwhisker,6.154
Uzbekistan,2022,lowerwhisker,5.948
Chile,2022,lowerwhisker,6.082
Bahrain,2022,lowerwhisker,6.514
Lithuania,2022,lowerwhisker,6.356
Poland,2022,lowerwhisker,6.04
Colombia,2022,lowerwhisker,5.659
Cyprus,2022,lowerwhisker,6.122
Nicaragua,2022,lowerwhisker,6.017
Romania,2022,lowerwhisker,6.379
Mauritius,2022,lowerwhisker,5.958
Kazakhstan,2022,lowerwhisker,6.138
Estonia,2022,lowerwhisker,6.266
Philippines,2022,lowerwhisker,5.8
Hungary,2022,lowerwhisker,5.985
Thailand,2022,lowerwhisker,5.788
Argentina,2022,lowerwhisker,5.844
Honduras,2022,lowerwhisker,5.855
Latvia,2022,lowerwhisker,6.106
Ecuador,2022,lowerwhisker,5.414
Portugal,2022,lowerwhisker,5.911
Jamaica,2022,lowerwhisker,5.676
Japan,2022,lowerwhisker,5.959
Peru,2022,lowerwhisker,5.439
Serbia,2022,lowerwhisker,6.062
Bolivia,2022,lowerwhisker,5.491
Pakistan,2022,lowerwhisker,4.397
Paraguay,2022,lowerwhisker,5.467
Dominican Republic,2022,lowerwhisker,5.601
Bosnia and Herzegovina,2022,lowerwhisker,5.659
Moldova,2022,lowerwhisker,5.766
Tajikistan,2022,lowerwhisker,5.287
Montenegro,2022,lowerwhisker,5.413
Greece,2022,lowerwhisker,5.853
Croatia,2022,lowerwhisker,6.022
Mongolia,2022,lowerwhisker,5.676
Malaysia,2022,lowerwhisker,5.578
Indonesia,2022,lowerwhisker,5.139
Benin,2022,lowerwhisker,4.492
Ghana,2022,lowerwhisker,4.745
Nepal,2022,lowerwhisker,5.251
China,2022,lowerwhisker,5.52
Bulgaria,2022,lowerwhisker,5.257
Morocco,2022,lowerwhisker,4.938
Cameroon,2022,lowerwhisker,4.907
Algeria,2022,lowerwhisker,5.03
Senegal,2022,lowerwhisker,4.921
Guinea,2022,lowerwhisker,4.753
Albania,2022,lowerwhisker,5.076
Cambodia,2022,lowerwhisker,4.516
Bangladesh,2022,lowerwhisker,5.049
Gabon,2022,lowerwhisker,4.826
South Africa,2022,lowerwhisker,5.073
Iraq,2022,lowerwhisker,4.783
Lebanon,2022,lowerwhisker,2.862
Burkina Faso,2022,lowerwhisker,4.527
Mali,2022,lowerwhisker,4.347
Nigeria,2022,lowerwhisker,4.453
Armenia,2022,lowerwhisker,5.278
Georgia,2022,lowerwhisker,4.867
Jordan,2022,lowerwhisker,4.029
Mozambique,2022,lowerwhisker,4.823
Kenya,2022,lowerwhisker,4.403
Namibia,2022,lowerwhisker,4.326
Ukraine,2022,lowerwhisker,4.978
Uganda,2022,lowerwhisker,4.459
Tunisia,2022,lowerwhisker,4.403
Sri Lanka,2022,lowerwhisker,4.237
Myanmar,2022,lowerwhisker,4.277
Togo,2022,lowerwhisker,3.953
Ethiopia,2022,lowerwhisker,4.118
Sierra Leone,2022,lowerwhisker,3.416
Zambia,2022,lowerwhisker,3.618
India,2022,lowerwhisker,3.726
Malawi,2022,lowerwhisker,3.56
Tanzania,2022,lowerwhisker,3.558
Zimbabwe,2022,lowerwhisker,2.88
Afghanistan,2022,lowerwhisker,2.339
Finland,2022,Logged GDP per capita,1.892
Denmark,2022,Logged GDP per capita,1.953
Switzerland,2022,Logged GDP per capita,2.026
Iceland,2022,Logged GDP per capita,1.936
Norway,2022,Logged GDP per capita,1.997
Netherlands,2022,Logged GDP per capita,1.945
Sweden,2022,Logged GDP per capita,1.92
New Zealand,2022,Logged GDP per capita,1.852
Austria,2022,Logged GDP per capita,1.931
Canada,2022,Logged GDP per capita,1.886
Australia,2022,Logged GDP per capita,1.9
United Kingdom,2022,Logged GDP per capita,1.867
Israel,2022,Logged GDP per capita,1.826
Costa Rica,2022,Logged GDP per capita,1.584
Ireland,2022,Logged GDP per capita,2.129
Germany,2022,Logged GDP per capita,1.924
United States,2022,Logged GDP per capita,1.982
Belgium,2022,Logged GDP per capita,1.907
United Arab Emirates,2022,Logged GDP per capita,1.998
Malta,2022,Logged GDP per capita,1.838
France,2022,Logged GDP per capita,1.863
Mexico,2022,Logged GDP per capita,1.552
Uruguay,2022,Logged GDP per capita,1.615
Saudi Arabia,2022,Logged GDP per capita,1.87
Spain,2022,Logged GDP per capita,1.808
Italy,2022,Logged GDP per capita,1.834
Singapore,2022,Logged GDP per capita,2.149
Brazil,2022,Logged GDP per capita,1.462
Slovenia,2022,Logged GDP per capita,1.81
El Salvador,2022,Logged GDP per capita,1.265
Kosovo,2022,Logged GDP per capita,1.362
Panama,2022,Logged GDP per capita,1.715
Uzbekistan,2022,Logged GDP per capita,1.219
Chile,2022,Logged GDP per capita,1.651
Bahrain,2022,Logged GDP per capita,1.854
Lithuania,2022,Logged GDP per capita,1.804
Poland,2022,Logged GDP per capita,1.758
Colombia,2022,Logged GDP per capita,1.452
Cyprus,2022,Logged GDP per capita,1.815
Nicaragua,2022,Logged GDP per capita,1.105
Romania,2022,Logged GDP per capita,1.719
Mauritius,2022,Logged GDP per capita,1.591
Kazakhstan,2022,Logged GDP per capita,1.668
Estonia,2022,Logged GDP per capita,1.793
Philippines,2022,Logged GDP per capita,1.268
Hungary,2022,Logged GDP per capita,1.748
Thailand,2022,Logged GDP per capita,1.535
Argentina,2022,Logged GDP per capita,1.592
Honduras,2022,Logged GDP per capita,1.111
Latvia,2022,Logged GDP per capita,1.732
Ecuador,2022,Logged GDP per capita,1.352
Portugal,2022,Logged GDP per capita,1.76
Jamaica,2022,Logged GDP per capita,1.296
Japan,2022,Logged GDP per capita,1.835
Peru,2022,Logged GDP per capita,1.397
Serbia,2022,Logged GDP per capita,1.55
Bolivia,2022,Logged GDP per capita,1.256
Pakistan,2022,Logged GDP per capita,1.049
Paraguay,2022,Logged GDP per capita,1.409
Dominican Republic,2022,Logged GDP per capita,1.538
Bosnia and Herzegovina,2022,Logged GDP per capita,1.468
Moldova,2022,Logged GDP per capita,1.417
Tajikistan,2022,Logged GDP per capita,0.966
Montenegro,2022,Logged GDP per capita,1.573
Greece,2022,Logged GDP per capita,1.703
Croatia,2022,Logged GDP per capita,1.705
Mongolia,2022,Logged GDP per capita,1.393
Malaysia,2022,Logged GDP per capita,1.689
Indonesia,2022,Logged GDP per capita,1.382
Benin,2022,Logged GDP per capita,0.932
Ghana,2022,Logged GDP per capita,1.112
Nepal,2022,Logged GDP per capita,0.984
China,2022,Logged GDP per capita,1.508
Bulgaria,2022,Logged GDP per capita,1.625
Morocco,2022,Logged GDP per capita,1.208
Cameroon,2022,Logged GDP per capita,0.968
Algeria,2022,Logged GDP per capita,1.363
Senegal,2022,Logged GDP per capita,0.933
Guinea,2022,Logged GDP per capita,0.848
Albania,2022,Logged GDP per capita,1.439
Cambodia,2022,Logged GDP per capita,1.019
Bangladesh,2022,Logged GDP per capita,1.06
Gabon,2022,Logged GDP per capita,1.459
South Africa,2022,Logged GDP per capita,1.425
Iraq,2022,Logged GDP per capita,1.289
Lebanon,2022,Logged GDP per capita,1.392
Burkina Faso,2022,Logged GDP per capita,0.779
Mali,2022,Logged GDP per capita,0.792
Nigeria,2022,Logged GDP per capita,1.079
Armenia,2022,Logged GDP per capita,1.434
Georgia,2022,Logged GDP per capita,1.467
Jordan,2022,Logged GDP per capita,1.324
Mozambique,2022,Logged GDP per capita,0.578
Kenya,2022,Logged GDP per capita,1.032
Namibia,2022,Logged GDP per capita,1.292
Ukraine,2022,Logged GDP per capita,1.411
Uganda,2022,Logged GDP per capita,0.777
Tunisia,2022,Logged GDP per capita,1.35
Sri Lanka,2022,Logged GDP per capita,1.415
Myanmar,2022,Logged GDP per capita,1.038
Togo,2022,Logged GDP per capita,0.771
Ethiopia,2022,Logged GDP per capita,0.788
Sierra Leone,2022,Logged GDP per capita,0.686
Zambia,2022,Logged GDP per capita,0.93
India,2022,Logged GDP per capita,1.167
Malawi,2022,Logged GDP per capita,0.648
Tanzania,2022,Logged GDP per capita,0.848
Zimbabwe,2022,Logged GDP per capita,0.947
Afghanistan,2022,Logged GDP per capita,0.758
Finland,2022,Social support,1.258
Denmark,2022,Social support,1.243
Switzerland,2022,Social support,1.226
Iceland,2022,Social support,1.32
Norway,2022,Social support,1.239
Netherlands,2022,Social support,1.206
Sweden,2022,Social support,1.204
New Zealand,2022,Social support,1.235
Austria,2022,Social support,1.165
Canada,2022,Social support,1.188
Australia,2022,Social support,1.203
United Kingdom,2022,Social support,1.143
Israel,2022,Social support,1.221
Costa Rica,2022,Social support,1.054
Ireland,2022,Social support,1.166
Germany,2022,Social support,1.088
United States,2022,Social support,1.182
Belgium,2022,Social support,1.106
United Arab Emirates,2022,Social support,0.98
Malta,2022,Social support,1.169
France,2022,Social support,1.219
Mexico,2022,Social support,0.886
Uruguay,2022,Social support,1.18
Saudi Arabia,2022,Social support,1.092
Spain,2022,Social support,1.211
Italy,2022,Social support,1.052
Singapore,2022,Social support,1.127
Brazil,2022,Social support,1.044
Slovenia,2022,Social support,1.249
El Salvador,2022,Social support,0.768
Kosovo,2022,Social support,0.949
Panama,2022,Social support,1.107
Uzbekistan,2022,Social support,1.092
Chile,2022,Social support,1.08
Bahrain,2022,Social support,1.029
Lithuania,2022,Social support,1.204
Poland,2022,Social support,1.174
Colombia,2022,Social support,0.929
Cyprus,2022,Social support,0.909
Nicaragua,2022,Social support,1.029
Romania,2022,Social support,1.006
Mauritius,2022,Social support,1.116
Kazakhstan,2022,Social support,1.22
Estonia,2022,Social support,1.232
Philippines,2022,Social support,0.912
Hungary,2022,Social support,1.233
Thailand,2022,Social support,1.096
Argentina,2022,Social support,1.102
Honduras,2022,Social support,0.885
Latvia,2022,Social support,1.221
Ecuador,2022,Social support,0.879
Portugal,2022,Social support,1.078
Jamaica,2022,Social support,1.045
Japan,2022,Social support,1.089
Peru,2022,Social support,0.865
Serbia,2022,Social support,1.086
Bolivia,2022,Social support,0.88
Pakistan,2022,Social support,0.413
Paraguay,2022,Social support,1.13
Dominican Republic,2022,Social support,1.003
Bosnia and Herzegovina,2022,Social support,1.068
Moldova,2022,Social support,1.008
Tajikistan,2022,Social support,1.005
Montenegro,2022,Social support,1.023
Greece,2022,Social support,0.98
Croatia,2022,Social support,1.183
